2019-05-28T15:15:23.308+03:00
2019-05-28T15:34:03.776+03:00
2019-05-28T15:37:26.249+03:00
2019-05-28T15:59:02.876+03:00
2019-05-28T16:00:14.255+03:00
2019-05-28T16:01:12.367+03:00
2019-05-28T16:04:22.150+03:00
2019-05-28T16:06:02.828+03:00 2
1559049063103, 1559049064113, 1010
1559049064022, 1559049064113, 91
1559049065044, 1559049065065, 21
1559049066062, 1559049066096, 34
2019-05-28T16:13:09.357+03:00 2
1559049199065, 1559049199169, 104
1559049198092, 1559049199169, 1077
1559049200032, 1559049200067, 35
1559049201035, 1559049201058, 23
1559049202040, 1559049202062, 22
1559049203040, 1559049203062, 22
1559049204048, 1559049204067, 19
1559049205038, 1559049205059, 21
1559049206037, 1559049206059, 22
2019-05-28T16:14:42.538+03:00 2
2019-05-28T16:16:40.649+03:00 2
1559049413089, 1559049413606, 517
1559049412101, 1559049413607, 1506
1559049414048, 1559049414088, 40
1559049415041, 1559049415075, 34
1559049416038, 1559049416061, 23
1559049417037, 1559049417059, 22
1559049418047, 1559049418066, 19
1559049419033, 1559049419054, 21
1559049420038, 1559049420063, 25
1559049421030, 1559049421049, 19
1559049422033, 1559049422050, 17
1559049423030, 1559049423046, 16
1559049424030, 1559049424049, 19
1559049425039, 1559049425057, 18
1559049426028, 1559049426045, 17
1559049427034, 1559049427055, 21
1559049428045, 1559049428069, 24
1559049429042, 1559049429056, 14
1559049430043, 1559049430060, 17
1559049431041, 1559049431058, 17
1559049432052, 1559049432070, 18
1559049433030, 1559049433050, 20
1559049434055, 1559049434087, 32
1559049435054, 1559049435076, 22
1559049436024, 1559049436037, 13
1559049437024, 1559049437039, 15
1559049438027, 1559049438042, 15
1559049439026, 1559049439041, 15
1559049440030, 1559049440046, 16
1559049441025, 1559049441040, 15
1559049442024, 1559049442043, 19
1559049443026, 1559049443042, 16
1559049444045, 1559049444063, 18
1559049445018, 1559049445031, 13
2019-05-28T16:19:02.359+03:00 3
1559049555067, 1559049555295, 228
1559049554122, 1559049555295, 1173
1559049556151, 1559049556178, 27
1559049557081, 1559049557124, 43
1559049558051, 1559049558075, 24
1559049559044, 1559049559064, 20
1559049560057, 1559049560087, 30
1559049561064, 1559049561094, 30
1559049562059, 1559049562095, 36
1559049563048, 1559049563145, 97
1559049564038, 1559049564059, 21
1559049565036, 1559049565063, 27
1559049566041, 1559049566063, 22
1559049567033, 1559049567055, 22
1559049568033, 1559049568053, 20
1559049569036, 1559049569057, 21
1559049570031, 1559049570048, 17
1559049571052, 1559049571077, 25
1559049572045, 1559049572068, 23
1559049573063, 1559049573111, 48
1559049574037, 1559049574053, 16
1559049575030, 1559049575045, 15
1559049576053, 1559049576069, 16
1559049577036, 1559049577061, 25
1559049578031, 1559049578052, 21
1559049579029, 1559049579041, 12
1559049580030, 1559049580047, 17
1559049581029, 1559049581042, 13
1559049582029, 1559049582045, 16
1559049583026, 1559049583040, 14
1559049584045, 1559049584061, 16
1559049585027, 1559049585043, 16
1559049586027, 1559049586046, 19
1559049587026, 1559049587041, 15
1559049588062, 1559049588086, 24
1559049589062, 1559049589087, 25
1559049590029, 1559049590048, 19
1559049591038, 1559049591056, 18
1559049592022, 1559049592034, 12
1559049593025, 1559049593038, 13
1559049594045, 1559049594060, 15
1559049595052, 1559049595067, 15
1559049596045, 1559049596061, 16
2019-05-28T16:24:22.030+03:00 3
1559049873103, 1559049874155, 1052
1559049874050, 1559049874155, 105
1559049875121, 1559049875165, 44
1559049876053, 1559049876092, 39
1559049877043, 1559049877064, 21
1559049878052, 1559049878079, 27
1559049879043, 1559049879068, 25
1559049880046, 1559049880072, 26
1559049881037, 1559049881069, 32
1559049882040, 1559049882069, 29
1559049883038, 1559049883062, 24
1559049884057, 1559049884089, 32
1559049885043, 1559049885068, 25
1559049886056, 1559049886083, 27
1559049887060, 1559049887082, 22
1559049888071, 1559049888095, 24
1559049889032, 1559049889049, 17
1559049890063, 1559049890086, 23
1559049891056, 1559049891074, 18
1559049892031, 1559049892051, 20
1559049893030, 1559049893049, 19
1559049894059, 1559049894079, 20
1559049895061, 1559049895079, 18
1559049896046, 1559049896062, 16
1559049897057, 1559049897075, 18
1559049898048, 1559049898063, 15
1559049899055, 1559049899071, 16
1559049900049, 1559049900066, 17
1559049901048, 1559049901066, 18
1559049902031, 1559049902046, 15
1559049903058, 1559049903076, 18
1559049904050, 1559049904064, 14
1559049905048, 1559049905060, 12
1559049906031, 1559049906045, 14
1559049907024, 1559049907037, 13
1559049908042, 1559049908056, 14
2019-05-28T16:26:14.406+03:00 3
1559049982097, 1559049983355, 1258
1559049983417, 1559049983522, 105
1559049984202, 1559049984303, 101
1559049985048, 1559049985083, 35
1559049986089, 1559049986130, 41
1559049987074, 1559049987095, 21
1559049988065, 1559049988091, 26
1559049989050, 1559049989091, 41
1559049990044, 1559049990074, 30
1559049991066, 1559049991090, 24
1559049992071, 1559049992101, 30
1559049993067, 1559049993100, 33
1559049994040, 1559049994060, 20
1559049995036, 1559049995056, 20
1559049996038, 1559049996064, 26
1559049997037, 1559049997057, 20
1559049998038, 1559049998059, 21
1559049999056, 1559049999080, 24
1559050000032, 1559050000051, 19
1559050001031, 1559050001048, 17
1559050002029, 1559050002047, 18
1559050003043, 1559050003059, 16
1559050004039, 1559050004055, 16
1559050005035, 1559050005061, 26
1559050006028, 1559050006043, 15
1559050007030, 1559050007045, 15
1559050008028, 1559050008041, 13
1559050009027, 1559050009042, 15
1559050010050, 1559050010064, 14
1559050011052, 1559050011069, 17
1559050012032, 1559050012044, 12
1559050013031, 1559050013060, 29
1559050014050, 1559050014063, 13
1559050015027, 1559050015044, 17
1559050016055, 1559050016073, 18
1559050017042, 1559050017056, 14
1559050018052, 1559050018069, 17
1559050019031, 1559050019058, 27
1559050020071, 1559050020112, 41
1559050021054, 1559050021070, 16
1559050022064, 1559050022082, 18
1559050023047, 1559050023060, 13
1559050024050, 1559050024066, 16
1559050025034, 1559050025061, 27
1559050026027, 1559050026043, 16
1559050027037, 1559050027053, 16
1559050028052, 1559050028097, 45
1559050029025, 1559050029039, 14
1559050030046, 1559050030060, 14
1559050031026, 1559050031038, 12
1559050032046, 1559050032060, 14
1559050033047, 1559050033063, 16
1559050034048, 1559050034061, 13
1559050035045, 1559050035057, 12
1559050036047, 1559050036059, 12
1559050037055, 1559050037079, 24
1559050038024, 1559050038047, 23
1559050039042, 1559050039055, 13
1559050040024, 1559050040041, 17
1559050041043, 1559050041056, 13
1559050042041, 1559050042057, 16
1559050043036, 1559050043049, 13
1559050044022, 1559050044040, 18
1559050045040, 1559050045068, 28
1559050046030, 1559050046047, 17
1559050047032, 1559050047047, 15
1559050048044, 1559050048065, 21
1559050049039, 1559050049052, 13
1559050050029, 1559050050042, 13
1559050051049, 1559050051069, 20
1559050052038, 1559050052050, 12
1559050053035, 1559050053057, 22
1559050054025, 1559050054058, 33
1559050055035, 1559050055051, 16
2019-05-28T16:33:21.354+03:00 3 NF
1559050410165, 1559050411149, 984
1559050411177, 1559050411213, 36
1559050412130, 1559050412176, 46
1559050413048, 1559050413090, 42
1559050414060, 1559050414085, 25
1559050415064, 1559050415088, 24
1559050416038, 1559050416073, 35
1559050417063, 1559050417091, 28
1559050418063, 1559050418087, 24
1559050419064, 1559050419086, 22
1559050420047, 1559050420080, 33
1559050421046, 1559050421067, 21
1559050422045, 1559050422065, 20
1559050423060, 1559050423087, 27
1559050424049, 1559050424073, 24
1559050425041, 1559050425066, 25
1559050426064, 1559050426086, 22
1559050427067, 1559050427093, 26
1559050428072, 1559050428096, 24
1559050429061, 1559050429105, 44
1559050430107, 1559050430136, 29
1559050431053, 1559050431091, 38
1559050432076, 1559050432123, 47
1559050433029, 1559050433045, 16
1559050434030, 1559050434047, 17
1559050435035, 1559050435062, 27
1559050436028, 1559050436042, 14
1559050437031, 1559050437048, 17
1559050438029, 1559050438045, 16
1559050439030, 1559050439044, 14
1559050440032, 1559050440046, 14
1559050441027, 1559050441043, 16
1559050442050, 1559050442064, 14
1559050443037, 1559050443054, 17
1559050444025, 1559050444039, 14
1559050445025, 1559050445041, 16
1559050446030, 1559050446047, 17
1559050447030, 1559050447047, 17
1559050448024, 1559050448038, 14
1559050449056, 1559050449073, 17
1559050450025, 1559050450041, 16
1559050451035, 1559050451052, 17
1559050452026, 1559050452042, 16
1559050453026, 1559050453039, 13
1559050454025, 1559050454040, 15
1559050455024, 1559050455039, 15
1559050456024, 1559050456037, 13
1559050457036, 1559050457050, 14
1559050458026, 1559050458041, 15
1559050459023, 1559050459047, 24
1559050460027, 1559050460039, 12
1559050461024, 1559050461039, 15
1559050462024, 1559050462038, 14
1559050463026, 1559050463037, 11
1559050464028, 1559050464045, 17
1559050465050, 1559050465062, 12
1559050466029, 1559050466043, 14
1559050467023, 1559050467037, 14
1559050468036, 1559050468052, 16
1559050469027, 1559050469042, 15
1559050470046, 1559050470062, 16
1559050471023, 1559050471038, 15
1559050472025, 1559050472037, 12
1559050473043, 1559050473058, 15
1559050474043, 1559050474058, 15
